# This file maps impact types to effects overriding the defaults

bullet_small_normal,flesh_body_nonfatal,impacts/flesh_hit_body_nonfatal_mp
bullet_small_normal,flesh_body_fatal,impacts/flesh_hit_body_nonfatal_mp
bullet_small_normal,flesh_head_nonfatal,impacts/flesh_hit_body_nonfatal_mp
bullet_small_normal,flesh_head_fatal,impacts/flesh_hit_body_nonfatal_mp

bullet_small_exit,flesh_body_fatal,impacts/flesh_hit_body_fatal_exit_mp
bullet_small_exit,flesh_head_fatal,impacts/flesh_hit_head_fatal_exit_mp

bullet_large_normal,flesh_body_nonfatal,impacts/flesh_hit_body_nonfatal_mp
bullet_large_normal,flesh_body_fatal,impacts/flesh_hit_body_nonfatal_mp
bullet_large_normal,flesh_head_nonfatal,impacts/flesh_hit_body_nonfatal_mp
bullet_large_normal,flesh_head_fatal,impacts/flesh_hit_body_nonfatal_mp

bullet_large_exit,flesh_body_fatal,impacts/flesh_hit_body_fatal_exit_mp
bullet_large_exit,flesh_head_fatal,impacts/flesh_hit_head_fatal_exit_mp

bullet_ap_normal,flesh_body_nonfatal,impacts/flesh_hit_body_nonfatal_mp
bullet_ap_normal,flesh_body_fatal,impacts/flesh_hit_body_nonfatal_mp
bullet_ap_normal,flesh_head_nonfatal,impacts/flesh_hit_body_nonfatal_mp
bullet_ap_normal,flesh_head_fatal,impacts/flesh_hit_body_nonfatal_mp

bullet_ap_exit,flesh_body_fatal,impacts/flesh_hit_body_fatal_lg_exit_mp
bullet_ap_exit,flesh_head_fatal,impacts/flesh_hit_head_fatal_lg_exit_mp

shotgun_normal,flesh_body_nonfatal,impacts/flesh_hit_body_nonfatal_mp
shotgun_normal,flesh_body_fatal,impacts/flesh_hit_body_nonfatal_mp
shotgun_normal,flesh_head_nonfatal,impacts/flesh_hit_body_nonfatal_mp
shotgun_normal,flesh_head_fatal,impacts/flesh_hit_body_nonfatal_mp

shotgun_exit,flesh_body_fatal,impacts/flesh_hit_body_fatal_exit_mp
shotgun_exit,flesh_head_fatal,impacts/flesh_hit_head_fatal_exit_mp

rocket_explode,default,explosions/default_explosion_mp
rocket_explode,brick,explosions/grenadeExp_concrete
rocket_explode,bark,explosions/grenadeExp_blacktop
rocket_explode,carpet,explosions/grenadeExp_wood
rocket_explode,cloth,explosions/grenadeExp_wood
rocket_explode,concrete,explosions/grenadeExp_concrete
rocket_explode,dirt,explosions/grenadeExp_mud
rocket_explode,flesh,impacts/flesh_hit_body_nonfatal_mp
rocket_explode,foliage,explosions/grenadeExp_dirt
rocket_explode,glass,explosions/grenadeExp_blacktop
rocket_explode,grass,explosions/grenadeExp_dirt
rocket_explode,gravel,explosions/grenadeExp_dirt
rocket_explode,ice,explosions/grenadeExp_blacktop
rocket_explode,metal,explosions/fx_exp_rocket_metal
rocket_explode,mud,explosions/grenadeExp_mud
rocket_explode,paper,explosions/grenadeExp_wood
rocket_explode,plaster,explosions/grenadeExp_concrete
rocket_explode,rock,explosions/tank_impact_dirt
rocket_explode,sand,explosions/grenadeExp_dirt
rocket_explode,snow,explosions/grenadeExp_snow
rocket_explode,water,weapon/tank/fx_tank_water_mp
rocket_explode,wood,explosions/grenadeExp_wood
rocket_explode,asphalt,explosions/grenadeExp_concrete
rocket_explode,ceramic,explosions/default_explosion
rocket_explode,plastic,explosions/default_explosion
rocket_explode,rubber,explosions/default_explosion
rocket_explode,cushion,explosions/default_explosion
rocket_explode,fruit,explosions/default_explosion
rocket_explode,paintedmetal,explosions/fx_exp_rocket_metal
rocket_explode,player,
rocket_explode,tallgrass,explosions/grenadeExp_dirt

mortar_shell,default,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,bark,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,brick,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,carpet,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,cloth,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,concrete,weapon/artillery/fx_artillery_exp_strike_concrte_mp
mortar_shell,dirt,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,flesh,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,foliage,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,glass,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,grass,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,gravel,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,ice,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,metal,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,mud,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,paper,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,plaster,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,rock,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,sand,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,snow,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,water,weapon/tank/fx_tank_water_mp
mortar_shell,wood,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,asphalt,weapon/artillery/fx_artillery_exp_strike_concrte_mp
mortar_shell,ceramic,weapon/artillery/fx_artillery_exp_strike_concrte_mp
mortar_shell,plastic,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,rubber,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,cushion,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,fruit,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,paintedmetal,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,player,weapon/artillery/fx_artillery_exp_strike_dirt_mp
mortar_shell,tallgrass,weapon/artillery/fx_artillery_exp_strike_dirt_mp

tank_shell,default,weapon/tank/fx_tank_dirt_mp
tank_shell,bark,weapon/tank/fx_tank_bark_mp
tank_shell,brick,weapon/tank/fx_tank_brick_mp
tank_shell,carpet,weapon/tank/fx_tank_bark_mp
tank_shell,cloth,weapon/tank/fx_tank_bark_mp
tank_shell,concrete,weapon/tank/fx_tank_shell_concrete_mp
tank_shell,dirt,weapon/tank/fx_tank_dirt_mp
tank_shell,flesh,weapon/tank/fx_tank_bark_mp
tank_shell,foliage,weapon/tank/fx_tank_foliage_mp
tank_shell,glass,weapon/tank/fx_tank_glass_mp
tank_shell,grass,weapon/tank/fx_tank_foliage_mp
tank_shell,gravel,weapon/tank/fx_tank_gravel_mp
tank_shell,ice,explosions/grenadeExp_snow
tank_shell,metal,explosions/fx_exp_rocket_metal
tank_shell,mud,weapon/tank/fx_tank_dirt_mp
tank_shell,paper,weapon/tank/fx_tank_bark_mp
tank_shell,plaster,weapon/tank/fx_tank_shell_concrete_mp
tank_shell,rock,weapon/tank/fx_tank_shell_concrete_mp
tank_shell,sand,weapon/tank/fx_tank_sand_mp
tank_shell,snow,explosions/grenadeExp_snow
tank_shell,water,weapon/tank/fx_tank_water_mp
tank_shell,wood,weapon/tank/fx_tank_bark_mp
tank_shell,asphalt,weapon/tank/fx_tank_shell_concrete_mp
tank_shell,ceramic,weapon/tank/fx_tank_brick_mp
tank_shell,plastic,weapon/tank/fx_tank_brick_mp
tank_shell,rubber,weapon/tank/fx_tank_brick_mp
tank_shell,cushion,weapon/tank/fx_tank_bark_mp
tank_shell,fruit,weapon/tank/fx_tank_bark_mp
tank_shell,paintedmetal,explosions/fx_exp_rocket_metal
tank_shell,player,weapon/tank/fx_tank_body_mp
tank_shell,tallgrass,weapon/tank/fx_tank_foliage_mp
