name,platform,mature,file,sequence,vol_min,vol_max,dist_min,dist_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,volume_min_falloff_curve,volumefalloffcurve,reverb_send,dist_reverb_max,reverb_min_falloff_curve,reverb_falloff_curve,pitch_min,pitch_max,randomize_type,spatialized,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,chainaliasname,startdelay,speakermap,lfe percentage,center percentage,envelop_min,envelop_max,envelop percentage,occlusion_level,move_type,move_time,real_delay,distance_lpf,min_priority,max_priority,min_priority_threshold,max_priority_threshold,isbig,subtitle

# Background Tracks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bgt_wind,,,Stream/Level/Pel1/land/BG_Windy_Land.wav,,0.7,,,,,,,,ambience,,,,,,,,,,2d,streamed,,looping,,,,,,,,ambience,,,,,,,,,,,100,100,0.25,1,,
bgt_wind_interior,,,Stream/Level/Pel1/land/BG_Windy_Bunker.wav,,0.7,,,,,,,,ambience,,,,,,,,,,2d,streamed,,looping,,,,,,,,ambience,,,,,,,,,,,100,100,0.25,1,,
bgt_wind_atsea,,,Stream/Level/Pel1/atsea/BG_atsea.wav,,0.7,,,,,,,,ambience,,,,,,,,,,2d,streamed,,looping,,,,,,,,ambience,,,,,,,,,,,100,100,0.25,1,,
bgt_wind_land,,,Stream/Level/Pel1/land/BG_Windy_Land.wav,,0.7,,,,,,,,ambience,,,,,,,,,,2d,streamed,,looping,,,,,,,,ambience,,,,,,,,,,,100,100,0.25,1,,

# Music Tracks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mx_underscore,,,Stream\Music\Mission\pel1a\mx_underscore.wav,,0.85,,,,,,,,music,,,,,,,,,,2d,streamed,,looping,,,,,,,,music,,,,,,,,,,,100,100,0.25,1,,
mx_end,,,Stream\Music\Mission\mak\makin_stealth.wav,,1,,,,,,,,music,,,,,,,,,,2d,streamed,,looping,,,,,,,,music,,,,,,,,,,,100,100,0.25,1,,

# Ambient SFX - Static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,


amb_dist_voices,,,SFX/Amb/Pacific/walla/outside_1/outside_00.wav,1,0.85,0.95,250,1500,,,,,voice,,,,,,,0.9,1.1,,3d,,,,,,,,,,,,,,,,,,,,,,70,100,0.25,1,,
amb_dist_voices,,,SFX/Amb/Pacific/walla/outside_1/outside_02.wav,2,0.85,0.95,250,1500,,,,,voice,,,,,,,0.9,1.1,,3d,,,,,,,,,,,,,,,,,,,,,,70,100,0.25,1
amb_dist_voices,,,SFX/Amb/Pacific/walla/outside_1/outside_03.wav,3,0.85,0.95,250,1500,,,,,voice,,,,,,,0.9,1.1,,3d,,,,,,,,,,,,,,,,,,,,,,70,100,0.25,1
amb_dist_voices,,,SFX/Amb/Pacific/walla/outside_1/outside_04.wav,4,0.85,0.95,250,1500,,,,,voice,,,,,,,0.9,1.1,,3d,,,,,,,,,,,,,,,,,,,,,,70,100,0.25,1
amb_dist_voices,,,SFX/Amb/Pacific/walla/outside_1/outside_06.wav,5,0.85,0.95,250,1500,,,,,voice,,,,,,,0.9,1.1,,3d,,,,,,,,,,,,,,,,,,,,,,70,100,0.25,1
amb_dist_voices,,,SFX/Amb/Pacific/walla/outside_1/outside_08.wav,6,0.85,0.95,250,1500,,,,,voice,,,,,,,0.9,1.1,,3d,,,,,,,,,,,,,,,,,,,,,,70,100,0.25,1

imp_plane,,,SFX/Levels/Peleliu_1/planecrash/Pel1_Plane_explo.wav,,1,1,5000,125000,,,,,ambience,,,,,,,1,1,,2d,,,,,,,,,,,,0.5,0.45,,,,,,,,,100,100,0.25,1
plane_crashing,,,SFX/Levels/Peleliu_1/planecrash/Pel1_PlaneByv3.wav,,1,1,5000,125000,,,,,ambience,,,,,,,1,1,,3d,,,,,,,,,,,,,,,,,,,,,,100,100,0.25,1

circuit_box,,,SFX\Levels\Peleliu_1\circuit\circuit.wav,,0.75,0.75,25,150,,,,,ambience,,,,,,,0.5,0.5,,3d,,,looping,,,,,,,,,,,,,,,,,,,10,20,0.25,1
bunker_fire,,,SFX/Destruction/fires/bldg_fire/med_##,,1,1,100,3000,,,,,ambience,,,,,,,1,1,,3d,,,looping,,,,pcm,,,,,,,,,,,,,,,50,80,0.15,0.85
small_fire,,,SFX/Destruction/fires/small/small_00.wav,1,0.75,0.85,75,800,,,,,ambience,,,,,,,0.9,1.05,,3d,,,looping,,,,pcm,,,,,,,,,,,,,,,20,40,0.15,0.85
small_fire,,,SFX/Destruction/fires/small/small_07.wav,2,0.75,0.85,75,800,,,,,ambience,,,,,,,0.9,1.05,,3d,,,looping,,,,pcm,,,,,,,,,,,,,,,20,40,0.15,0.85
small_fire,,,SFX/Destruction/fires/small/small_02.wav,3,0.75,0.85,75,800,,,,,ambience,,,,,,,0.9,1.05,,3d,,,looping,,,,pcm,,,,,,,,,,,,,,,20,40,0.15,0.85
small_fire,,,SFX/Destruction/fires/small/small_03.wav,4,0.75,0.85,75,800,,,,,ambience,,,,,,,0.9,1.05,,3d,,,looping,,,,pcm,,,,,,,,,,,,,,,20,40,0.15,0.85
small_fire,,,SFX/Destruction/fires/small/small_04.wav,5,0.75,0.85,75,800,,,,,ambience,,,,,,,0.9,1.05,,3d,,,looping,,,,pcm,,,,,,,,,,,,,,,20,40,0.15,0.85
small_fire,,,SFX/Destruction/fires/small/small_05.wav,6,0.75,0.85,75,800,,,,,ambience,,,,,,,0.9,1.05,,3d,,,looping,,,,pcm,,,,,,,,,,,,,,,20,40,0.15,0.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generator_loop,,,SFX\Levels\Peleliu_1\generator_##,,1,1,75,300,,,,,ambience,,,,,,,1,1,,3d,,,looping,,,,,,,,,,,50,150,0.25,,,,,,10,20,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Barrels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp_barrel,,,SFX/Destruction/exp/barrel_##,,0.8,1,500,5000,,,,,explosion,,curve3,,10000,,curve2,0.9,1.05,,3d,,,,,,,,exp_debris,,,,0.5,,,,,,,,,,50,95,0.25,1
barrel_fuse,,,SFX/Destruction/exp/flare_##,,0.4,0.5,50,500,,,,,explosion,,curve3,,1000,,curve2,0.9,1.05,,3d,,,,,,,,,,,,,,,,,,,,,,50,95,0.25,1
fuse,,,SFX/Destruction/exp/flare_##,,0.4,0.5,50,500,,,,,explosion,,curve3,,1000,,curve2,0.9,1.05,,3d,,,,,,,,,,,,,,,,,,,,,,50,95,0.25,1
exp_debris,,,SFX/Destruction/exp/debris_##,,0.7,0.7,50,1200,,,,,explosion,,curve3,,2400,,curve2,0.9,1.05,,3d,,,,,,,,barrel_explode_trail_l,,600,,0.1,0.4,,,,,,,,,50,95,0.25,1
exp_ammo,,,SFX/Destruction/ammocrate_##,,0.8,1,500,1700,,,,,explosion,,curve3,,3000,,curve2,1,1,,3d,,,,,,,,,,,,0.4,,,,,,,,,,50,95,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barrel_explode_trail_l,,,SFX/Weapon/Gren/Gen_Gren/gren_trail_##,,0.4,0.6,500,2000,3,oldest,,,explosion,,curve5,,10000,,,0.9,1,,3d,,,,,all_sp,,,barrel_explode_trail_r,,50,,,,,,,,left_player,6,yes,,90,90,0.25,1
barrel_explode_trail_r,,,SFX/Weapon/Gren/Gen_Gren/gren_trail_##,,0.4,0.6,500,2000,3,oldest,,,explosion,,curve5,,10000,,,0.9,1,,3d,,,,,all_sp,,,barrel_explode_dist,,50,,,,,,,,right_player,6,yes,,90,90,0.25,1
barrel_explode_dist,,,SFX/Destruction/explosion_dist_##,,0.9,1,3000,12000,3,oldest,,,explosion,,curve5,,13000,,,0.9,1.1,,3d,,,,,all_sp,,,barrel_explode_distR,,,,0.4,,,,,,left_player,6,yes,,90,90,0.55,1
barrel_explode_distR,,,SFX/Destruction/explosion_dist_##,,0.9,1,3000,12000,3,oldest,,,explosion,,curve5,,13000,,,0.9,1.1,,3d,,,,,all_sp,,,bomb_falloff,,,,0.4,,,,,,right_player,6,yes,,90,90,0.55,1

#Model 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
model3_fire,,,SFX/Weapon/Cannons/model3/fire_##,,0.9,1,5000,20000,,,,,hvy_wpn,,curve2,,25000,,,0.9,1,,3d,,,,0.85,pel1a,,,model3_fire_dist,,,,,,,,,,,,,,75,90,0.5,0.8,yes
model3_fire_dist,,,SFX/Weapon/Cannons/model3/dist_##,,0.9,1,5000,55000,,,,,hvy_wpn,,curve4,,75000,,,0.8,1.1,,3d,,,,0.7,pel1a,,,,,,,,,,,,,,,,,90,60,0.55,0.8,yes



# Ambient SFX - Static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wind_gust_tree,,,SFX/Amb/Wind/leaves_##,,0.55,0.8,400,1500,8,reject,,,ambience,,curve1,,2500,,curve2,0.7,1.1,pitch,3d,,,,,,,pcm,amb_raven_chain,,,,,,,,,0,,,,,5,10,0.1,1,
wind_gust_grass,,,SFX/Amb/Wind/gusts/thrugrass_##,,0.5,0.85,300,1200,8,reject,,,ambience,,curve1,,1800,,curve2,0.6,1.1,pitch,3d,,,,,,,pcm,,,,,,,,,,0,,,,,5,10,0.1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wind_bluster,,,SFX\Levels\Pel1b\wind_bluster.wav,,1,1,100,1000,,,,,full_vol,,curve2,,2000,,curve2,0.8,1,pitch,3d,streamed,,looping,,,,pcm,,,,,,,100,500,0.6,,,,,,90,90,0.1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Fires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
see1_fire,,,SFX\Destruction\fires\small_##,,0.3,0.5,100,1000,,,,,explosion,,curve4,,2000,,curve2,0.9,1.1,pitch,3d,,,looping,,,,pcm,,,,,,,,,,0.2,,,,,50,80,0.15,0.85,
see1_fire_med,,,SFX\Destruction\fires\med_##,,0.3,0.5,100,1000,,,,,explosion,,curve4,,2000,,curve2,0.9,1.1,pitch,3d,,,looping,,,,pcm,,,,,,,,,,0.2,,,,,50,80,0.15,0.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Ambient SFX - Spawned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Day Package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_bugs_cicada,,,SFX/Amb/animals/cicada_##,,0.1,0.15,100,800,,,,,ambience,,,,,,,0.9,1.1,,3d,,,,,,,pcm,,,,,,,,,,,,,,,5,10,0.1,1
amb_flies,,,SFX/Amb/animals/flies_##,,0.3,0.5,10,100,,,,,ambience,,,,,,,0.9,1.05,,3d,,,,,,,pcm,,,,,,,,,,,,,,,5,10,0.1,1
amb_bugs_other,,,SFX/Amb/animals/misc_bug_##,,0.15,0.25,250,1000,,,,,ambience,,,,1200,,,0.9,1.1,,3d,,,,,,,pcm,,,,,,,,,,,,,,,5,10,0.1,1
amb_mosquito,,,SFX/Amb/animals/mosquito_st/mosquito_st_00.wav,,0.2,0.3,10,1000,,,,,ambience,,,,,,,0.9,1.1,,3d,,,,,,,pcm,,,,,,,,,,,,,,,5,10,0.1,1
amb_seagull,,,SFX/Amb/animals/seagull_##,,0.3,0.5,10,750,,,,,ambience,,,,1500,,,0.9,1.1,,3d,,,,,,,pcm,,,,,,,,,,,,,,,5,10,0.1,1
amb_raven_chain,,,SFX/Amb/animals/raven_##,,0.2,0.5,10,800,,,,,ambience,,,,2500,,curve2,0.9,1.1,,3d,,0.05,,,,,pcm,,,,,,,,,,0.2,,,,,5,10,0.1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MMT Foliage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
movement_foliage_plr,,,SFX\Character\Foley\foliage_##,,0.5,0.8,,,,,,,full_vol,,,,,,,0.9,1.1,,2d,,,,,,,,,,,,,,30,80,0.4,,,,,,10,50,0.25,0.75
movement_foliage,,,SFX\Character\Foley\foliage_##,,0.5,0.8,100,600,,,,,full_vol,,curve3,,1200,,curve2,0.9,1.1,,3d,,,,,,,,,,,,,,30,80,0.4,,,,,,10,50,0.25,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Sherman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sherman_idle,,,SFX\Vehicles\Tanks\Sherman\VH_Sherman_Idle_00.wav,,1,1,150,500,4,priority,,,vehicle,,curve2,,1000,,curve1,0.8,1.1,pitch,3d,,,looping,,,,,,,,,0.1,,,,,0.05,,,,,50,60,0.6,0.75,yes
sherman_drive,,,SFX\Vehicles\Tanks\Sherman\VH_Sherman_move_00.wav,,0.8,0.8,500,2000,4,priority,,,vehicle,,curve3,,3500,,curve2,0.8,1.1,pitch,3d,,,looping,,,,,,,,,0.1,,,,,0.05,,,,,50,80,0.4,0.75,yes
sherman_turret_spin,,,SFX\Vehicles\Tanks\Turret\VH_Turret_Loop.wav,,0.6,0.6,200,500,,,,,vehicle,,curve2,,600,,curve1,0.8,1.1,pitch,3d,,,looping,,,,,,,,,,,,,,0.2,,,,,50,80,0.28,0.75,
sherman_turret_stop,,,SFX\Vehicles\Tanks\Turret\VH_Turret_End.wav,,0.6,0.6,200,500,,,,,vehicle,,curve2,,600,,curve1,0.8,1.1,pitch,3d,,,,,,,,,,,,,,,,,0.2,,,,,50,80,0.28,0.75,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Swamp Package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_insects,,,SFX/Amb/animals/insects_##,,0.35,0.45,250,1000,,,,,ambience,,,,1800,,,0.85,1.2,,3d,,,,,,,pcm,,,,,,,,,,,,,,,5,10,0.1,1,
amb_frogs,,,SFX/Amb/animals/frogs_##,,0.15,0.25,30,600,,,,,ambience,,,,1000,,,0.9,1.1,,3d,,,,,,,pcm,,,,,,,,,,,,,,,5,10,0.1,1,
amb_odd_bug,,,SFX/Amb/animals/Odd_Bug_##,,0.35,0.5,35,1000,,,,,ambience,,,,1200,,,0.9,1.1,,3d,,,,,,,pcm,,,,,,,,,,,,,,,5,10,0.1,1,
amb_pond_bird,,,SFX/Levels/Peleliu_2/pond_bird_##,,0.2,0.35,10,1000,,,,,ambience,,,,1200,,,0.9,1.1,,3d,,,,,,,pcm,,,,,,,,,,,,,,,5,10,0.1,1,
amb_small_splash,,,SFX/Levels/Peleliu_2/splash_##,,0.2,0.35,10,1000,,,,,ambience,,,,,,,0.9,1.1,,3d,,,,,,,pcm,,,,,,,,,,,,,,,5,10,0.1,1,

amb_wall_of_bugs_00,,,SFX/Amb/animals/wall_of_bugs/wall_of_bugs_00.wav,,0.4,0.4,200,1500,,,,,ambience,,curve3,,3000,,curve3,0.8,1.1,pitch,3d,,,looping,,,,pcm,,,,,,,100,500,0.5,0.2,,,,,10,50,0.1,1,
amb_wall_of_bugs_01,,,SFX/Amb/animals/wall_of_bugs/wall_of_bugs_01.wav,,0.4,0.4,200,1500,,,,,ambience,,curve3,,3000,,curve3,0.8,1.1,pitch,3d,,,looping,,,,pcm,,,,,,,100,500,0.5,0.2,,,,,10,50,0.1,1,
amb_wall_of_bugs_02,,,SFX/Amb/animals/wall_of_bugs/wall_of_bugs_02.wav,,0.4,0.4,200,1500,,,,,ambience,,curve3,,3000,,curve3,0.8,1.1,pitch,3d,,,looping,,,,pcm,,,,,,,100,500,0.5,0.2,,,,,10,50,0.1,1,
amb_wall_of_bugs_03,,,SFX/Amb/animals/wall_of_bugs/wall_of_bugs_03.wav,,0.4,0.4,200,1500,,,,,ambience,,curve3,,3000,,curve3,0.8,1.1,pitch,3d,,,looping,,,,pcm,,,,,,,100,500,0.5,0.2,,,,,10,50,0.1,1,
amb_wall_of_bugs_04,,,SFX/Amb/animals/wall_of_bugs/wall_of_bugs_04.wav,,0.4,0.4,200,1500,,,,,ambience,,curve3,,3000,,curve3,0.8,1.1,pitch,3d,,,looping,,,,pcm,,,,,,,100,500,0.5,0.2,,,,,10,50,0.1,1,
