name,platform,mature,file,sequence,vol_min,vol_max,dist_min,dist_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,volume_min_falloff_curve,volumefalloffcurve,reverb_send,dist_reverb_max,reverb_min_falloff_curve,reverb_falloff_curve,pitch_min,pitch_max,randomize_type,spatialized,type,probability,loop,masterslave,loadspec,compression,secondaryaliasname,chainaliasname,startdelay,speakermap,lfe percentage,center percentage,envelop_min,envelop_max,envelop percentage,occlusion_level,move_type,move_time,real_delay,distance_lpf,min_priority,max_priority,min_priority_threshold,max_priority_threshold,subtitle,isbig

# Background Tracks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bgt_wind,,,null.wav,,0,,,,,,,,ambience,,,,,,,,,,2d,streamed,,looping,,,,,,500,music,,,,,,0,,,,,100,100,0.25,1,,
bgt_wind_mangrove,,,null.wav,,0,,,,,,,,ambience,,,,,,,,,,2d,streamed,,looping,,,,,,500,music,,,,,,0,,,,,100,100,0.25,1,,
bgt_bunker,,,Stream/Level/Pel2/bunker/BG_Bunker.wav,,0.5,,,,,,,,ambience,,,,,,,,,,2d,streamed,,looping,,,,,,500,music,,,,,,0,,,,,100,100,0.25,1,,

# Music Tracks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mx_underscore,,,Stream\Music\Mission\pel2\mx_underscore.wav,,0.75,,,,,,,,music,,,0,,,,,,,2d,streamed,,looping,,,,,,,music,,,,,,0,,,,,100,100,0.25,1,,
mx_ambushed_stgr,,,Stream\Music\Mission\pel2\ambush_stinger.wav,,0.8,,,,,,,,music,,,0,,,,,,,2d,streamed,,,,,,,,,music_all,,0.5,,,,0,,,,,100,100,0.25,1,,
mx_jungle_push_action,,,Stream\Music\Mission\pel2\mx_ambushed_again.wav,,0.85,,,,,,,,music,,,0,,,,,,,2d,streamed,,looping,,,,,,,music,,,,,,0,,,,,100,100,0.25,1,,
mx_jungle_push_stgr,,,Stream\Music\Mission\pel2\mx_jungle_push_stgr.wav,,1,,,,,,,,music,,,0,,,,,,,2d,streamed,,,,,,,,,music,,,,,,0,,,,,100,100,0.25,1,,
mx_heros_end,,,Stream\Music\Mission\pel2\mx_heros_end.wav,,0.4,,,,,,,,music,,,0,,,,,,,2d,streamed,,looping,,,,,,,music,,,,,,0,,,,,100,100,0.25,1,,
mx_heros_end_stgr,,,Stream\Music\Mission\pel2\mx_heros_end_stgr.wav,,0.4,,,,,,,,music,,,0,,,,,,,2d,streamed,,,,,,,,,music,,,,,,0,,,,,100,100,0.25,1,,

mx_banzai_stg,,,Stream\Music\Mission\pel2\banzai_stinger.wav,,0.7,,,,,,,,music,,,0,,,,,,,2d,streamed,,,0.8,,,,,,music,,,,,,0,,,,,100,100,0.25,1,,
mx_tension_swamp,,,Stream\Music\Mission\pel2\mx_tension.wav,,1,,,,,,,,music,,,0,,,,,,,2d,streamed,,looping,0.8,,,,,13000,music,,,,,,0,,,,,100,100,0.25,1
mx_calm,,,Stream\Music\Mission\pel2\mx_calm.wav,,0.5,,,,,,,,music,,,0,,,,,,,2d,streamed,,looping,0.8,,,,,,music,,,,,,0,,,,,100,100,0.25,1
mx_move_soldier,,,Stream\Music\Mission\pel2\mx_move_soldier_cut.wav,,0.65,,,,,,,,music,,,0,,,,,,,2d,streamed,,,0.8,,,,,5000,music,,,,,,0,,,,,100,100,0.25,1
mx_pre_airfield_stgr,,,Stream\Music\Mission\pel2\mx_preairfield.wav,,1,,,,,,,,music,,,0,,,,,,,2d,streamed,,,0.8,,,,,,music_all,,,,,,0,,,,,100,100,0.25,1
mx_american_theme,,,Stream\Music\Mission\pel2\mx_american_theme.wav,,0.65,,,,,,,,music,,,0,,,,,,,2d,streamed,,looping,0.8,,,,,,music,,,,,,0,,,,,100,100,0.25,1
mx_admin,,,Stream\Music\Mission\pel2\mx_admin_long.wav,,0.85,,,,,,,,music,,,0,,,,,,,2d,streamed,,looping,0.8,,,,,,music,,,,,,0,,,,,100,100,0.25,1

mx_first_fight,,,Stream\Music\Mission\pel2\mx_first_fight.wav,,0.8,,,,,,,,music,,,0,,,,,,,2d,streamed,,looping,0.8,,,,,,music,,,,,,0,,,,,100,100,0.25,1
mx_post_airfield_stg,,,Stream\Music\Mission\pel2\mx_post_airfield_stg.wav,,0.75,,,,,,,,music,,,0,,,,,,,2d,streamed,,,0.8,,,,,,music,,,,,,0,,,,,100,100,0.25,1
mx_counterattack_loop,,,Stream\Music\Mission\pel2\mx_counterattack_loop.wav,,1,,,,,,,,music,,,0,,,,,,,2d,streamed,,looping,master,,,,,,music,,,,,,0,,,,,100,100,0.25,1
mx_counterattack_stg,,,Stream\Music\Mission\pel2\mx_counterattack_stg.wav,,0.65,,,,,,,,music,,,0,,,,,,,2d,streamed,,,0.8,,,,,,music,,,,,,0,,,,,100,100,0.25,1
mx_level_end,,,Stream\Music\Mission\pel2\mx_post_airfield_stg.wav,,1,,,,,,,,music,,,0,,,,,,,2d,streamed,,,0.8,,,,,,music_all,,,,,,0,,,,,100,100,0.25,1

mx_oh_yeah,,,Stream\Music\Mission\pel2\mx_oh_yeah.wav,,0.7,,,,,,,,music,,,0,,,,,,,2d,streamed,,,0.8,,,,,,music_all,,,,,,0,,,,,100,100,0.25,1
mx_flamer_died,,,Stream\Music\Mission\pel2\mx_flamer_died.wav,,0.8,,,,,,,,music,,,0,,,,,,,2d,streamed,,,0.8,,,,,,music,,,,,,0,,,,,100,100,0.25,1
mx_bunker_fight,,,Stream\Music\Mission\pel2\mx_kill_em.wav,,1,,,,,,,,music,,,0,,,,,,,2d,streamed,,looping,0.8,,,,,,music,,,,,,0,,,,,100,100,0.25,1


# Ambient SFX - Static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ocean_distant,,,SFX/Amb/Pacific/ocean/Surf2.L.wav,,0.3,0.35,50,4000,,,,,ambience,,,,8000,,,0.6,0.7,,3d,streamed,,looping,,,,,,,,,,,,,,,,,,10,30,0.5,1,,
ocean_distant,,,null.wav,,0.3,0.35,50,4000,,,,,ambience,,,,8000,,,0.6,0.7,,3d,streamed,,looping,,,,,,,,,,,,,,,,,,10,30,0.5,1,,
amb_distant_arty,,,null.wav,,0.8,1,250,6000,,,,,hvy_wpn,,,,,,,0.9,1.05,,3d,,,,,,,amb_distant_arty_imp,,,,,,,,,,,,,,30,50,0.1,1,,
amb_distant_arty_imp,,,null.wav,,0.8,1,250,6000,,,,,hvy_wpn,,,,,,,0.9,1.1,,3d,,,,,,,,,4000,,,,,,,,,,,,30,50,0.1,1,,

fuel_fire,,,SFX\Levels\Makin\hut_fire_##,,0.58,0.8,300,1800,,,,,ambience,,,,2000,,,0.8,1.05,pitch,3d,,,looping,,,,,,,,,,,,,,,,,,20,80,0.15,0.85,,yes
pby_fuel_fire,,,null.wav,,0.01,0.01,1,2,,,,,ambience,,,,2000,,,0.8,1.05,pitch,3d,,,looping,,,,,,,,,,,,,,,,,,20,80,0.15,0.85,,

#wind_gust_bunker,,,SFX/Levels/Peleliu_2/wind_bunker_##,,0.35,0.35,100,900,,,,,ambience,,,,,,,0.9,1.1,,3d,,,looping,,,,,,,,,,,,,,,,,,30,50,0.1,1,,
wind_gust_bunker,,,null.wav,,0.35,0.35,100,900,,,,,ambience,,,,,,,0.9,1.1,,3d,,,looping,,,pcm,,,,,,,,,,,,,,,30,50,0.1,1,,
wind_gust_tree,,,SFX/Amb/Wind/leaves_##,,0.75,1,400,1500,8,reject,,,ambience,,curve1,,2500,,curve2,0.7,1.1,pitch,3d,,,,,,pcm,amb_raven_chain,,,,,,,,,0,,,,,5,10,0.1,1,,
