name,sequence,file,mature,vol_min,vol_max,limit_count,limit_type,entity_limit_count,entity_limit_type,pitch_min,pitch_max,dist_min,dist_max,bus,priority,spatialized,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,chainaliasname,volumefalloffcurve,startdelay,speakermap,occlusion_level,reverb_send,lfe percentage,center percentage,platform,envelop_min,envelop_max,envelop percentage
# Battlechatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# RU Redshirt 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#RU_0_direction_relative_west,1,battlechatter/ru/0/RU_0_direction_relative_west_00.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
#RU_0_direction_relative_west,2,battlechatter/ru/0/RU_0_direction_relative_west_01.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
#RU_0_direction_relative_north,1,battlechatter/ru/0/RU_0_direction_relative_north_00.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
#RU_0_direction_relative_north,2,battlechatter/ru/0/RU_0_direction_relative_north_01.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
#RU_0_direction_relative_south,1,battlechatter/ru/0/RU_0_direction_relative_south_00.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
#RU_0_direction_relative_south,2,battlechatter/ru/0/RU_0_direction_relative_south_01.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
#RU_0_direction_relative_east,1,battlechatter/ru/0/RU_0_direction_relative_east_00.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
#RU_0_direction_relative_east,2,battlechatter/ru/0/RU_0_direction_relative_east_01.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
#RU_0_direction_relative_northwest,1,battlechatter/ru/0/RU_0_direction_relative_northwest_00.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
#RU_0_direction_relative_northwest,2,battlechatter/ru/0/RU_0_direction_relative_northwest_01.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
#RU_0_direction_relative_southwest,1,battlechatter/ru/0/RU_0_direction_relative_southwest_00.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
#RU_0_direction_relative_southwest,2,battlechatter/ru/0/RU_0_direction_relative_southwest_01.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
#RU_0_direction_relative_northeast,1,battlechatter/ru/0/RU_0_direction_relative_northeast_00.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
#RU_0_direction_relative_northeast,2,battlechatter/ru/0/RU_0_direction_relative_northeast_01.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
#RU_0_direction_relative_southeast,1,battlechatter/ru/0/RU_0_direction_relative_southeast_00.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
#RU_0_direction_relative_southeast,2,battlechatter/ru/0/RU_0_direction_relative_southeast_01.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
#RU_0_inform_attack_grenade,1,battlechatter/ru/0/RU_0_inform_attack_grenade_00.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_attack_grenade,2,battlechatter/ru/0/RU_0_inform_attack_grenade_01.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_attack_grenade,3,battlechatter/ru/0/RU_0_inform_attack_grenade_02.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_attack_grenade,4,battlechatter/ru/0/RU_0_inform_attack_grenade_03.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_attack_grenade,5,battlechatter/ru/0/RU_0_inform_attack_grenade_04.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_attack_grenade,6,battlechatter/ru/0/RU_0_inform_attack_grenade_05.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
#RU_0_inform_attack_grenade,7,battlechatter/ru/0/RU_0_inform_attack_grenade_06.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_attack_grenade,8,battlechatter/ru/0/RU_0_inform_attack_grenade_07.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_attack_grenade,9,battlechatter/ru/0/RU_0_inform_attack_grenade_08.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_attack_grenade,10,battlechatter/ru/0/RU_0_inform_attack_grenade_09.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_attack_grenade,11,battlechatter/ru/0/RU_0_inform_attack_grenade_10.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_incoming_grenade,1,battlechatter/ru/0/RU_0_inform_incoming_grenade_00.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
#RU_0_inform_incoming_grenade,2,battlechatter/ru/0/RU_0_inform_incoming_grenade_01.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_incoming_grenade,3,battlechatter/ru/0/RU_0_inform_incoming_grenade_02.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_incoming_grenade,4,battlechatter/ru/0/RU_0_inform_incoming_grenade_03.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_incoming_grenade,5,battlechatter/ru/0/RU_0_inform_incoming_grenade_04.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
#RU_0_inform_incoming_grenade,6,battlechatter/ru/0/RU_0_inform_incoming_grenade_05.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_incoming_grenade,7,battlechatter/ru/0/RU_0_inform_incoming_grenade_06.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_incoming_grenade,8,battlechatter/ru/0/RU_0_inform_incoming_grenade_07.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_killfirm_generic,1,battlechatter/ru/0/RU_0_inform_killfirm_generic_00.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
RU_0_inform_killfirm_generic,2,battlechatter/ru/0/RU_0_inform_killfirm_generic_01.wav,,0.95,0.95,,,,,1,1,120,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
