name,sequence,file,vol_min,vol_max,pitch_min,pitch_max,dist_min,limit_type,limit_count,dist_max,bus,priority,spatialized,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,chainaliasname,volumefalloffcurve,startdelay,speakermap,reverb,lfe percentage,center percentage,platform,envelop_min,envelop_max,envelop percentage
null,,null.wav,,,,,,,,,,0,,,,,,all_sp all_mp,,,,,,,,,,,,,,
music_mainmenu,,Stream\Music\Mission\sniper\final\mx_brave_soldat.wav,0.6,0.6,,,,,,,music,0,2d,streamed,,looping,,all_sp,,,,,,200,music_all,,,,,,,
#music_mainmenu_rear,,Stream\Music\Menu\mx_menu_rear.wav,1,1,,,,,,,music,0,2d,streamed,,looping,,all_sp,,,,,,200,music_rear,,,,,,,
mx_credits,,Stream\Music\Mission\credits\credits.wav,1,1,,,,,,,music,0,2d,streamed,,,,all_sp all_mp,,,,,,,music_all,,,,,,,

mouse_over_t,,SFX\UI\ca_ui\main_click_fnt.wav,0.2,,1,1,,,,,ui,0,2d,,,,,all_sp all_mp,,,mouse_over_rear,,,,wpn_fnt,,,,,,,
mouse_over_t_rear,,SFX\UI\ca_ui\main_click_rear.wav,0.2,,1,1,,,,,ui,0,2d,,,,,all_sp all_mp,,,,,,,wpn_rear,,,,,,,
mouse_over,,SFX\UI\ca_ui\2nd_click_fnt.wav,0.15,,1,1,,oldest,1,,ui,0,2d,,,,,all_sp all_mp,,,mouse_over_rear,,,,wpn_fnt,,,,,,,
mouse_over_rear,,SFX\UI\ca_ui\2nd_click_rear.wav,0.15,,1,1,,oldest,1,,ui,0,2d,,,,,all_sp all_mp,,,,,,,wpn_rear,,,,,,,
mouse_submenu_over,,SFX\UI\ca_ui\main_click_fnt.wav,0.2,,1,1,,oldest,1,,ui,0,2d,,,,,all_sp all_mp,,,mouse_submenu_over_rear,,,,wpn_fnt,,,,,,,
mouse_submenu_over_rear,,SFX\UI\ca_ui\main_click_rear.wav,0.2,,1,1,,oldest,1,,ui,0,2d,,,,,all_sp all_mp,,,,,,,wpn_rear,,,,,,,
ui_options_slider,,SFX\UI\ca_ui\slider_fnt.wav,0.2,,1,1,,oldest,1,,ui,0,2d,,,,,all_sp all_mp,,,ui_options_slider_rear,,,,wpn_fnt,,,,,,,
ui_options_slider_rear,,SFX\UI\ca_ui\slider_rear.wav,0.2,,1,1,,oldest,1,,ui,0,2d,,,,,all_sp all_mp,,,,,,,wpn_rear,,,,,,,
mouse_click,,SFX\UI\btn_down.wav,0.4,0.4,1,1,,reject,1,,ui,0,2d,,,,,all_sp all_mp,,,,,,,,,,,,,,
mouse_click_t,,SFX\UI\ca_ui\slider_fnt.wav,0.3,,1,1,,oldest,1,,ui,0,2d,,,,,all_sp all_mp,,,mouse_click_t_rear,,,,wpn_fnt,,,,,,,
mouse_click_t_rear,,SFX\UI\ca_ui\slider_rear.wav,0.3,,1,1,,oldest,1,,ui,0,2d,,,,,all_sp all_mp,,,,,,,wpn_rear
mp_player_join,,SFX\UI\mp\lobby\mp_enterF.wav,0.3,0.3,1,1,,reject,1,,ui,0,2d,streamed,,,,all_sp all_mp,,,mp_player_joinR,,,,wpn_fnt
mp_player_joinR,,SFX\UI\mp\lobby\mp_enterR.wav,0.3,0.3,1,1,,reject,1,,ui,0,2d,streamed,,,,all_sp all_mp,,,,,,,wpn_rear
mp_player_leave,,SFX\UI\mp\lobby\mp_leaveF.wav,0.3,0.3,1,1,,reject,1,,ui,0,2d,streamed,,,,all_sp all_mp,,,mp_player_leaveR,,,,wpn_fnt
mp_player_leaveR,,SFX\UI\mp\lobby\mp_leaveR.wav,0.3,0.3,1,1,,reject,1,,ui,0,2d,streamed,,,,all_sp all_mp,,,,,,,wpn_rear
match_countdown_tick,,sfx/ui/timer_##,0.65,,,,,,,,ui,0,2d,,,,,all_sp all_mp,,,,,,,

#mp music,,,,,,,,,,,,,,,,,,,,,,,,,
music_mainmenu,1,Stream/Music/Mission/Ber2/mx_underscore_clip.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,2,Stream/Music/Mission/Ber2/mx_underscore_nodrum.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,3,Stream/Music/Mission/Peleliu_1/final/mx_pel1_post_rockets.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,4,Stream/Music/Mission/ber3b/final/mx_underscore.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,5,Stream/Music/Mission/ber3b/mx_underscore.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,6,Stream\Music\Mission\ber1\mx_underscore.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,7,Stream\Music\Mission\ber3\final\mx_underscore_stag.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,8,Stream\Music\Mission\ber3\mx_underscore_alt.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,9,Stream\Music\Mission\mak\shaka_sting_beach.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,10,Stream\Music\Mission\oki2\mx_underscore.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,11,Stream\Music\Mission\oki3\mx_underscore.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,12,Stream\Music\Mission\oki3\mx_underscore_b.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,13,Stream\Music\Mission\pel1a\mx_underscore.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,14,Stream\Music\Mission\pel1b\mx_underscore.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,15,Stream\Music\Mission\pel1b\mx_underscore_cave.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,16,Stream\Music\Mission\pel1b\mx_underscore_tense.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,17,Stream\Music\Mission\pel2\mx_underscore.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,18,Stream\Music\Mission\see1\mx_underscore_alt.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,19,Stream\Music\Mission\see1\mx_underscore_evt_2.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,20,Stream\Music\Mission\sniper\mx_underscore_amb.wav,0.3,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
music_mainmenu,21,Stream\Music\Mission\ber3b\final\mx_fight_parliamen_guitar.wav,0.15,,,,,reject,1,,music,0,2d,streamed,,looping,,all_mp,,,,,,,music_all
