name,sequence,file,limit_count,limit_type,entity_limit_count,entity_limit_type,vol_min,vol_max,pitch_min,pitch_max,dist_min,dist_max,dist_reverb_max,bus,priority,spatialized,type,probability,loop,masterslave,loadspec,subtitle,compression,occlusion_level,secondaryaliasname,chainaliasname,volumefalloffcurve,startdelay,speakermap,reverb_send,lfe percentage,center percentage,platform,envelop_min,envelop_max,envelop percentage
# Battlechatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# GE Redshirt 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE_0_direction_relative_west,1,battlechatter/ge/0/GE_0_direction_relative_west_00.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
GE_0_direction_relative_west,2,battlechatter/ge/0/GE_0_direction_relative_west_01.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
GE_0_direction_relative_south,1,battlechatter/ge/0/GE_0_direction_relative_south_00.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
GE_0_direction_relative_south,2,battlechatter/ge/0/GE_0_direction_relative_south_01.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
GE_0_direction_relative_north,1,battlechatter/ge/0/GE_0_direction_relative_north_00.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
GE_0_direction_relative_north,2,battlechatter/ge/0/GE_0_direction_relative_north_01.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
GE_0_direction_relative_east,1,battlechatter/ge/0/GE_0_direction_relative_east_00.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
GE_0_direction_relative_east,2,battlechatter/ge/0/GE_0_direction_relative_east_01.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
GE_0_direction_relative_northeast,1,battlechatter/ge/0/GE_0_direction_relative_northeast_00.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
GE_0_direction_relative_northeast,2,battlechatter/ge/0/GE_0_direction_relative_northeast_01.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
GE_0_direction_relative_southeast,1,battlechatter/ge/0/GE_0_direction_relative_southeast_00.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
GE_0_direction_relative_southeast,2,battlechatter/ge/0/GE_0_direction_relative_southeast_01.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
GE_0_direction_relative_southwest,1,battlechatter/ge/0/GE_0_direction_relative_southwest_00.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8,,,,,,
GE_0_direction_relative_southwest,2,battlechatter/ge/0/GE_0_direction_relative_southwest_01.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
GE_0_direction_relative_northwest,1,battlechatter/ge/0/GE_0_direction_relative_northwest_00.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
GE_0_direction_relative_northwest,2,battlechatter/ge/0/GE_0_direction_relative_northwest_01.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
GE_0_inform_attack_grenade,1,battlechatter/ge/0/GE_0_inform_attack_grenade_00.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
GE_0_inform_attack_grenade,2,battlechatter/ge/0/GE_0_inform_attack_grenade_01.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
GE_0_inform_attack_grenade,3,battlechatter/ge/0/GE_0_inform_attack_grenade_02.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
GE_0_inform_attack_grenade,4,battlechatter/ge/0/GE_0_inform_attack_grenade_03.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
GE_0_inform_attack_grenade,5,battlechatter/ge/0/GE_0_inform_attack_grenade_04.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
GE_0_inform_attack_grenade,6,battlechatter/ge/0/GE_0_inform_attack_grenade_05.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
GE_0_inform_attack_grenade,7,battlechatter/ge/0/GE_0_inform_attack_grenade_06.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
GE_0_inform_attack_grenade,8,battlechatter/ge/0/GE_0_inform_attack_grenade_07.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
GE_0_inform_attack_grenade,9,battlechatter/ge/0/GE_0_inform_attack_grenade_08.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
GE_0_inform_attack_grenade,10,battlechatter/ge/0/GE_0_inform_attack_grenade_09.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
GE_0_inform_incoming_grenade,1,battlechatter/ge/0/GE_0_inform_incoming_grenade_00.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
GE_0_inform_incoming_grenade,2,battlechatter/ge/0/GE_0_inform_incoming_grenade_01.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
GE_0_inform_incoming_grenade,3,battlechatter/ge/0/GE_0_inform_incoming_grenade_02.wav,,,,,0.75,0.75,1,1,120,1000,2800,voice,60,3d,streamed,,,0.7,,,,,,,,,,0.8
