name,sequence,file,platform,vol_min,vol_max,pitch_min,pitch_max,dist_min,dist_max,dist_reverb_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,spatialized,type,probability,loop,masterslave,loadspec,reverb_falloff_curve,subtitle,compression,randomize_type,secondaryaliasname,chainaliasname,volumefalloffcurve,startdelay,speakermap,reverb_send,lfe percentage,center percentage,platform,envelop_min,envelop_max,envelop percentage,occlusion_level,real_delay,distance_lpf,move_type,move_time,min_priority,max_priority,min_priority_threshold,max_priority_threshold,doppler
# Interface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP_hit_alert,,sfx\mp\mp_hit_indication_3c.wav,,1,1,1,1,,,,3,oldest,,,voice,2d,,,,,all_mp,,,,,,,,100,wpn_fnt,0,,1,,,,,,,,,,100,100,0.25,1,
mp_ingame_summary,,sfx\mp\progress_update_v5.wav,,0.35,0.35,1,1,,,,,,,,full_vol,2d,,,,,all_mp,,,,,,,,,wpn_fnt,0,,,,,,,,,,,,100,100,0.25,1,

# Tabun Shock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tabun_shock_loop,,sfx/weapon/gren/tabun/tabun_shock_loop.wav,,0.65,0.65,1,1,10,2200,,,,,,voice,2d,,,looping,,all_mp,,,,,,,curve2,,,0.15,,,,,,,0.2,,,,,100,100,0.25,1,
tabun_shock_loop_silent,,sfx/weapon/gren/tabun/tabun_shock_loop.wav,,0.65,0.65,1,1,10,2200,,,,,,voice,2d,,,looping,,all_mp,,,,,,,curve2,,,0.15,,,,,,,0.2,,,,,100,100,0.25,1,
tabun_shock_end,,sfx/weapon/gren/tabun/tabun_shock_end.wav,,0.75,0.75,1,1,10,2200,,,,,,voice,2d,,,,,all_mp,,,,,,,curve2,,,0.25,,,,,,,0.2,,,,,100,100,0.25,1,
tabun_cough,,sfx/character/cough_##,,0.65,1,0.95,1.05,,,,,,1,reject,voice,2d,,,,,all_mp,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Flares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flare_launch,,SFX\Amb\flare\flashbang_toss_b.wav,!wii,1,1,0.8,1.1,200,1600,1800,,,,,full_vol,3d,,,,,all_mp,,,,,,,curve4,,,0.6,,,,,,,0.4,,no,,,100,100,0.25,1,
flare_exp,,SFX\Amb\flare\flashbang_asplode_trail.wav,!wii,1,1,1,1,200,1800,2400,,,,,explosion,3d,,,,,all_mp,,,,,,,curve4,,,0.6,,,,,,,0.4,,no,,,100,100,0.25,1,
#flashbang_tinnitus_loop,,sfx/character/tinnitus/flareshock_eq.wav,!wii,0.3,0.3,1,1,,,,,,,,full_vol,2d,,,looping,,all_mp,,,,,,,curve4,,,,,,,,,,,,,,,100,100,0.25,1,
#flashbang_tinnitus_loop_silent,,sfx/character/tinnitus/flareshock_eq.wav,!wii,0,0,1,1,,,,,,,,full_vol,2d,,,looping,,all_mp,,,,,,,curve4,,,,,,,,,,,,,,,100,100,0.25,1,
#flashbang_tinnitus_end,,sfx/character/tinnitus/flareshock_fade_eq.wav,!wii,0.3,0.3,1,1,100,5000,,,,,,full_vol,2d,,,,,all_mp,,,,,,,curve4,,,,,,,,,,,,,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Suitcase Bomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp_suitcase_bomb_main,,SFX\Levels\see1\barn\barn_L.wav,!wii,0.9,1,1,1,500,7000,15000,1,reject,,,full_vol,3d,,,,,all_mp,,,,,exp_suitcase_bomb_mainR,,,,,,0.1,,,,,,0.2,,,left_player,8,100,100,0.25,1
exp_suitcase_bomb_mainR,,SFX\Levels\see1\barn\barn_R.wav,!wii,0.9,1,1,1,500,7000,15000,1,reject,,,full_vol,3d,,,,,all_mp,,,,,,,,,,,0.1,,,,,,0.2,,,right_player,8,100,100,0.25,1
ui_mp_suitcasebomb_timer,,sfx/ui/timer_##,,1,1,,,,,,,,,,ui,2d,,,,,all_mp,,,,,,,,,,,,,,,,,,,,,,50,80,0.15,0.75
ui_mp_timer_countdown,,sfx/ui/timer_##,,1,1,,,,,,,,,,ui,2d,,,,,all_mp,,,,,,,,,,,,,,,,,,,,,,50,80,0.15,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# S&D Bomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mp_bomb_insert,,SFX\mp\bomb\PinInsert_00.wav,,1,1,1,1,200,500,500,,,,,full_vol,2d,,,,,all_mp,,,,,,,,,,0.5,,,,,,,,,,,,100,100,0.25,1
mp_bomb_twist,,SFX\mp\bomb\CapTurn_00.wav,,1,1,1,1,200,500,500,,,,,full_vol,2d,,,,,all_mp,,,,,,,,,,0.5,,,,,,,,,,,,100,100,0.25,1
mp_bomb_pull,,SFX\mp\bomb\PullPin_00.wav,,1,1,1,1,200,500,500,,,,,full_vol,2d,,,,,all_mp,,,,,,,,,,0.5,,,,,,,,,,,,100,100,0.25,1
mp_bomb_throw,,SFX\Weapon\Special\Satchel_charge\satchel_planta.wav,,1,1,1,1,200,500,500,,,,,full_vol,2d,,,,,all_mp,,,,,,,,,,0.5,,,,,,,,,,,,100,100,0.25,1
#mp_bomb_defuse,,SFX/character/bomb_set/PullPin_00.wav,,1,1,1,1,200,500,500,,,,,character,2d,,,looping,,all_mp,,,,,,,,,,0.5,,,,,,,,,,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#WII ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flare_launch,,SFX\Amb\flare\flashbang_toss_b.wav,wii,1,1,0.8,1.1,200,1600,2000,,,,,explosion,3d,,,,,all_mp,,,,,,,curve4,,,0.6,,,,,,,0.3,,no,,,100,100,0.25,1
flare_exp,,SFX\Amb\flare\flashbang_asplode.wav,wii,1,1,1,1,200,1800,2600,,,,,explosion,3d,,,,,all_mp,,,,,flare_exp_trail,,curve4,,,0.6,,,,,,,0.3,,no,,,100,100,0.25,1
flare_exp_trail,,SFX\Amb\flare\flashbang_asplode_trail.wav,wii,1,1,1,1,200,1800,2600,,,,,explosion,3d,,,,,all_mp,,,,,,,curve4,,,0.6,,,,,,,0.3,,no,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp_suitcase_bomb_main,,SFX\Levels\see1\barn\barn_L.wav,wii,0.9,1,1,1,500,7000,15000,1,reject,,,full_vol,3d,,,,,all_mp,,,,,,,,,,,0.1,,,,,,0.2,,,,,100,100,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
